Date,Open,High,Low,Close,Adj Close,Volume
2025-07-01,298.46,305.89,293.21,300.71,300.71,145085700.00
2025-07-02,312.63,316.83,303.82,315.65,315.65,119483700.00
2025-07-03,317.99,318.45,312.76,315.35,315.35,58042300.00
2025-07-07,291.37,296.15,288.77,293.94,293.94,131177900.00
2025-07-08,297.00,304.05,294.35,297.81,297.81,103246700.00
2025-07-09,297.55,300.15,293.55,295.88,295.88,75586800.00
2025-07-10,300.05,310.48,300.00,309.87,309.87,104365300.00
2025-07-11,307.89,314.09,305.65,313.51,313.51,79236400.00
2025-07-14,317.73,322.60,312.67,316.90,316.90,78043400.00
2025-07-15,319.68,321.20,310.50,310.78,310.78,77556300.00
2025-07-16,312.80,323.50,312.62,321.67,321.67,97284800.00
2025-07-17,323.15,324.34,317.06,319.41,319.41,73922900.00
2025-07-18,321.66,330.90,321.42,329.65,329.65,94255000.00
2025-07-21,334.40,338.00,326.88,328.49,328.49,75768800.00
2025-07-22,329.74,335.41,321.55,332.11,332.11,77370400.00
2025-07-23,330.90,336.20,328.67,332.56,332.56,92553800.00
2025-07-24,310.00,310.15,300.41,305.30,305.30,156966000.00
2025-07-25,308.74,323.63,308.01,316.06,316.06,148227000.00
2025-07-28,318.45,330.49,315.69,325.59,325.59,112673800.00
2025-07-29,325.55,326.25,318.25,321.20,321.20,87358900.00
2025-07-30,322.18,324.45,311.62,319.04,319.04,83931900.00
2025-07-31,319.61,321.37,306.10,308.27,308.27,85270900.00
2025-08-01,306.21,309.31,297.82,302.63,302.63,89121400.00
2025-08-04,309.08,312.12,303.00,309.26,309.26,78683900.00
2025-08-05,308.95,312.45,305.50,308.72,308.72,57961300.00
2025-08-06,307.89,320.47,306.93,319.91,319.91,78523600.00
2025-08-07,319.79,322.40,316.16,322.27,322.27,66658700.00
2025-08-08,321.43,335.15,320.98,329.65,329.65,91200300.00
2025-08-11,335.00,346.64,334.15,339.03,339.03,105320200.00
2025-08-12,345.00,345.26,332.94,340.84,340.84,80522100.00
2025-08-13,341.50,348.98,338.20,339.38,339.38,67838900.00
2025-08-14,335.76,340.47,330.40,335.58,335.58,75000700.00
2025-08-15,337.66,339.30,327.02,330.56,330.56,74319800.00
2025-08-18,329.62,336.27,329.59,335.16,335.16,56956600.00
2025-08-19,335.79,340.55,327.85,329.31,329.31,75956000.00
2025-08-20,329.22,331.37,314.60,323.90,323.90,77481800.00
2025-08-21,322.08,324.90,318.68,320.11,320.11,55744400.00
2025-08-22,321.66,340.25,319.69,340.01,340.01,94016300.00
2025-08-25,338.90,349.53,335.03,346.60,346.60,86405500.00
2025-08-26,344.82,349.14,343.72,346.90,346.90,48154228.00
